ear_mean,ear_std,ear_min,ear_max,ear_median,ear_skew,ear_kurtosis,ear_trend,blink_mean,blink_std,blink_min,blink_max,blink_trend,gaze_mean,gaze_std,gaze_min,duration_minutes,duration_log,ear_blink_interaction,low_blink_indicator,low_ear_indicator,label
0.2471196,0.017223975,0.20618221,0.27265728,0.2513676,-0.5331903,-0.6276594,-0.00026695416,6.0068364,2.0798419,1.7349309,10.771902,-0.20557494,0.48826936,0.08625288,0.21852446,67.68298,8.309425,1.5874021,1.0,0.0,2
0.27098465,0.021756433,0.22925027,0.31452507,0.27319133,-0.19771966,-0.749207,-0.008659313,12.805081,2.3262627,6.6064487,17.299547,0.2692628,0.7781595,0.097338594,0.6013249,32.302246,7.5699973,3.4124177,0.0,0.0,1
0.32171503,0.018670708,0.2892378,0.36359754,0.31864414,0.5087148,-0.40526435,-0.0058550434,13.350056,2.0910347,9.19006,18.439903,0.41710576,0.7146803,0.10427069,0.43245694,5.7312675,5.843185,4.2919636,0.0,0.0,0
0.29994464,0.021098668,0.25862545,0.3422646,0.2988066,-0.090221524,-0.7962872,0.0021629615,23.189064,2.0772085,19.932283,26.671013,0.26210937,0.78134906,0.09846387,0.6240501,14.078913,6.740206,7.0467234,0.0,0.0,0
0.31140146,0.015485349,0.27865562,0.33637184,0.31045914,-0.26288712,-0.5701307,0.0031825285,17.736317,2.191909,13.998427,22.34354,-0.05677609,0.8552458,0.08232149,0.7040296,11.371976,6.5269613,5.4971433,0.0,0.0,0
0.3206948,0.019292127,0.28088313,0.3560808,0.32292816,-0.122790016,-0.5226176,-0.0072549814,18.92263,1.8884478,15.030951,22.504475,0.42198828,0.8140112,0.09266471,0.6281482,22.246082,7.1972594,6.0845184,0.0,0.0,0
0.2997644,0.017900458,0.25208032,0.3481838,0.29496238,0.5282724,2.1017725,0.0044065085,21.384819,2.0766268,17.814205,27.361406,-0.14219065,0.747963,0.102635205,0.54034865,18.117569,6.992146,6.2806005,0.0,0.0,0
0.19797434,0.023420455,0.15878052,0.25224116,0.19521816,0.68619823,-0.09961021,0.0075508915,4.604887,1.9861956,0.0634599,8.111103,-0.118466474,0.47599518,0.08360177,0.3367235,93.41907,8.6316185,0.9909374,1.0,1.0,3
0.2933197,0.020861795,0.25438657,0.3441942,0.29358518,0.22924332,-0.3254444,0.0074220523,9.124307,1.5486553,5.961085,12.048552,-0.20686385,0.68980503,0.08613463,0.47987902,38.03346,7.733249,2.8355706,1.0,0.0,1
0.2882168,0.020164218,0.23502141,0.3250628,0.28773707,-0.1996612,0.04141617,-0.0016735204,12.272058,2.3284569,8.329495,16.720387,0.46535656,0.7390337,0.083286844,0.5676766,38.24243,7.738726,3.4348826,0.0,0.0,1
0.25954166,0.019064883,0.2204854,0.29650697,0.2590496,-0.10504557,-0.6699626,-0.00078861945,13.282807,1.976655,9.609646,16.94977,-0.015288535,0.6896663,0.09396585,0.48883274,35.244335,7.657122,3.255953,0.0,0.0,1
0.22975421,0.020576904,0.1914116,0.2723273,0.22846246,0.21934415,-0.43957376,0.009502099,6.645296,2.0537446,3.1812925,13.745119,0.3406597,0.54178643,0.0996565,0.3350113,61.113464,8.20735,1.3984134,1.0,1.0,3
0.25270322,0.025520578,0.21319288,0.31996298,0.24738637,0.62018317,-0.13204756,-0.009316442,6.9237843,1.7361224,4.336352,11.314862,-0.4905175,0.56687874,0.10642812,0.28134564,64.26886,8.257679,1.8120115,1.0,0.0,2
0.31392467,0.022976756,0.25958592,0.35024172,0.31578144,-0.45831135,-0.23816441,-0.009487335,24.336123,2.072076,19.849764,29.125704,0.3958302,0.8695597,0.100459985,0.66156256,27.40418,7.405648,7.725538,0.0,0.0,0
0.23594755,0.019366844,0.18528052,0.26871413,0.23680021,-0.46801734,0.10140743,-0.0027110905,8.383025,1.8351763,3.9840164,11.930415,0.079848304,0.6241017,0.10014521,0.45812562,64.40626,8.259814,2.038839,1.0,1.0,2
0.20778218,0.025616828,0.17413242,0.28357652,0.2065821,0.97112644,0.6620133,0.0073060873,4.389848,1.844584,0.0,8.682313,-0.20670149,0.4167096,0.09705118,0.20996876,94.33002,8.64132,0.89924574,1.0,1.0,3
0.26496512,0.02047857,0.2276165,0.33433414,0.26320666,1.091009,2.4410114,-0.00050294405,11.1757345,2.069891,5.8760967,14.098808,0.3391891,0.7671491,0.06693497,0.579809,38.337494,7.7412076,2.996036,0.0,0.0,1
0.25605696,0.024423474,0.21687928,0.32523265,0.25563383,0.4505154,0.39362365,-0.005760663,7.5735607,2.0066714,2.506066,11.745424,-0.48434633,0.53032225,0.09308337,0.35329273,59.324768,8.177652,1.9258231,1.0,0.0,2
0.26506844,0.019791458,0.22191197,0.3106773,0.2682243,-0.21778104,-0.021928838,0.0002035546,12.429534,1.9301964,8.160457,16.90773,-0.21238351,0.67388636,0.10592953,0.52187115,20.908401,7.1352925,3.203524,0.0,0.0,1
0.23421992,0.02115115,0.18379416,0.27347013,0.23405975,-0.36949632,-0.22834146,0.0052572945,5.1514096,2.2792857,1.3129894,9.739953,-0.061139457,0.4476869,0.080793776,0.3229167,67.27121,8.303325,1.3198076,1.0,1.0,3
0.2947531,0.019533772,0.24946222,0.3320371,0.29775885,-0.62335336,-0.048354186,-0.0051587946,17.951485,2.2468455,13.246665,22.490438,0.25155723,0.78598636,0.11045579,0.55673975,26.604334,7.3760448,5.1161184,0.0,0.0,0
0.3244289,0.018379295,0.29042137,0.3544484,0.32253143,0.022517184,-0.9861956,-0.0069760736,16.117355,1.8713636,12.239533,21.201933,-0.31749558,0.73910016,0.09348843,0.55238986,27.607754,7.413045,5.309261,0.0,0.0,0
0.2683447,0.019863408,0.22654901,0.30491167,0.2703295,-0.4135647,-0.33796644,0.003106712,5.1402054,1.874285,1.0236162,9.243125,0.22273868,0.6460582,0.08049243,0.37142634,60.815357,8.202461,1.3738663,1.0,0.0,2
0.23980226,0.01975401,0.19678319,0.27775913,0.23966815,0.027026165,-0.5220455,-0.0051700426,3.289828,2.0908504,0.0,8.547787,0.43870082,0.38831136,0.08652071,0.14919476,113.81818,8.829093,0.6278071,1.0,1.0,3
0.27887145,0.022607407,0.23020865,0.3227775,0.27939782,-0.34885132,-0.24726886,-0.0021344738,7.9925737,2.0869467,4.215113,12.517254,-0.009001245,0.55695707,0.0764772,0.41479576,66.61286,8.293492,2.1441846,1.0,0.0,2
0.33572534,0.020379035,0.28446597,0.37794057,0.3380607,0.091810144,0.43033823,-0.0054362984,20.406595,1.6545684,17.345154,25.116682,0.19127725,0.9297926,0.07365987,0.7093257,17.484419,6.9566073,6.937736,0.0,0.0,0
0.28050166,0.021558564,0.24210364,0.34132868,0.28069353,0.45172945,0.3772963,0.006412276,16.0012,2.0923054,11.3117075,20.21498,-0.06303037,0.7661437,0.093833275,0.55015385,28.10402,7.43085,4.53723,0.0,0.0,0
0.2665713,0.016281463,0.23651902,0.2980458,0.26742095,0.014099644,-0.94799715,-0.0038022297,9.965168,1.6438818,6.547141,12.92147,0.104402855,0.5536301,0.102761604,0.3285677,58.774715,8.16834,2.304127,1.0,0.0,2
0.2436493,0.020448117,0.20569277,0.28605476,0.24421957,-0.15839244,-0.5488651,-0.0034044797,4.2062025,2.0932338,0.34173664,8.41979,0.4557213,0.29369515,0.11261699,0.034393243,96.5588,8.664669,0.98744786,1.0,1.0,3
0.22759494,0.0181165,0.1906646,0.26390648,0.22696911,-0.3158143,-0.4278215,-0.0030243238,3.136591,1.9102473,0.0,6.241012,0.17797232,0.4992717,0.07804262,0.35432532,89.57155,8.589568,0.79432064,1.0,1.0,3
0.299805,0.021197816,0.24323073,0.33543018,0.30150807,-0.81287587,0.4917803,-0.009518296,11.2330475,2.4652762,7.2315383,17.075481,-0.4621747,0.6813839,0.10364852,0.47944644,33.941574,7.6194763,3.3660004,0.0,0.0,1
0.28615123,0.021111231,0.24271718,0.32922632,0.2859713,0.20614523,-0.43136826,0.0058078193,8.691467,1.847645,2.8977838,11.998427,0.2286278,0.70751685,0.11210347,0.4826348,37.66379,7.723486,2.6277115,1.0,0.0,1
0.26456434,0.018240526,0.22715245,0.3145589,0.25929642,0.80539376,0.5907276,0.009004548,12.069732,2.240116,7.7686014,16.267942,-0.46746492,0.59750384,0.10898263,0.36677146,23.224714,7.2402787,3.2368839,0.0,0.0,1
0.24403273,0.0191513,0.20367406,0.28007856,0.24952406,-0.1444118,-0.6073247,-0.008511859,7.040966,1.9413035,2.9157355,10.434327,0.13624534,0.5799142,0.106438614,0.29768482,57.90164,8.1533785,1.7765088,1.0,1.0,2
0.32274675,0.01688752,0.29093692,0.37164325,0.32010296,0.6420427,0.56760436,0.002245015,19.02901,1.9331068,14.850499,23.738707,0.43426943,0.87130153,0.096302845,0.6387563,17.638851,6.965393,6.2702503,0.0,0.0,0
0.34011427,0.022317076,0.30735424,0.39816445,0.33574525,0.7712544,-0.024972271,-0.0002466756,24.457525,2.511988,19.18863,30.0,-0.10994381,0.7593239,0.06314871,0.664458,29.96381,7.494891,8.123416,0.0,0.0,0
0.22876991,0.019447114,0.18274745,0.26843947,0.23375496,-0.33395195,-0.047850177,-0.0025502567,4.9388375,1.8856214,0.06247013,9.49875,-0.460696,0.6144683,0.103389874,0.41378233,48.81488,7.9827213,1.2663702,1.0,1.0,2
0.22801042,0.019426662,0.19732942,0.26671422,0.22543189,0.29273522,-0.8604313,0.0071745818,3.6640692,2.0881748,0.0,7.924936,0.40944043,0.53912497,0.071719505,0.42089298,71.159004,8.359495,0.85354644,1.0,1.0,3
0.2902957,0.022059407,0.23860453,0.34845197,0.28668055,0.32903484,0.5819318,-0.0083286865,13.453269,2.2974608,8.092987,18.18068,0.44096562,0.7728248,0.09555704,0.5107258,24.514126,7.294274,4.1198726,0.0,0.0,0
0.29226187,0.020627815,0.24244073,0.32001552,0.29552582,-0.8676095,0.070413366,0.009637501,21.141176,1.957703,16.65662,26.322681,-0.34936482,0.8938479,0.071193956,0.7750629,27.724169,7.41725,5.8316035,0.0,0.0,0
0.19310918,0.019963205,0.15,0.2278323,0.19676003,-0.6657982,-0.21183334,0.006758526,6.603804,2.117652,1.2617625,10.393697,0.1582074,0.5412096,0.07726816,0.35943392,78.81671,8.461681,1.2240078,1.0,1.0,3
0.27430642,0.018938314,0.2467338,0.32055283,0.27065238,0.6120538,-0.31348985,-0.0076059448,10.398331,1.8294687,6.39699,15.085317,-0.30070895,0.6308024,0.115540944,0.37405667,64.64372,8.263494,2.6544619,1.0,0.0,2
0.27261153,0.023289004,0.23106161,0.3266594,0.26937103,0.28303573,-0.42204574,0.0007751984,6.6791162,1.7400641,2.50461,10.408142,-0.15344363,0.57647616,0.091153376,0.3885712,52.297916,8.05162,1.7637004,1.0,0.0,2
0.26495034,0.021469437,0.22502452,0.3104464,0.26312,0.21821189,-0.6699137,-0.0033575445,10.442693,2.0300226,6.663443,15.420689,0.47810322,0.61871266,0.09802038,0.40552664,29.856783,7.491315,2.7990272,0.0,0.0,1
0.24995698,0.021246294,0.2139094,0.29371607,0.24967788,0.32457182,-0.5907909,-0.001663007,4.168881,1.4270129,1.5604146,7.1501656,0.1552753,0.47142112,0.13936931,0.17241573,69.14986,8.330861,1.0365478,1.0,1.0,3
0.21553321,0.020824337,0.17136417,0.2546305,0.21564873,-0.17939234,-0.79419696,-0.00625154,7.498762,1.9185362,3.9581304,11.021933,0.4492137,0.63458455,0.09523971,0.44677985,54.321278,8.089567,1.6363969,1.0,1.0,2
0.25745845,0.019053377,0.22257818,0.30136457,0.25719112,0.17142151,-0.44992527,0.0054490548,9.25809,1.7361325,6.1129484,14.195336,-0.13494715,0.5716242,0.09584436,0.31694835,59.358006,8.178212,2.3060865,1.0,0.0,2
0.18692435,0.022111636,0.15,0.23746887,0.18397114,0.3314498,-0.52003986,-0.0017903653,4.3913894,2.1313486,0.4601404,9.103296,-0.32049116,0.3143083,0.08936687,0.11523027,105.30537,8.751368,0.8317369,1.0,1.0,3
0.34593055,0.017899774,0.3062436,0.3814705,0.34337544,-0.015868757,-0.57246053,-0.0078012156,12.663854,1.5756456,9.857128,15.855769,0.15515846,0.84610665,0.088350974,0.6604259,9.577679,6.3555183,4.2091866,0.0,0.0,0
0.26910344,0.019759055,0.21522255,0.30585212,0.27315906,-0.49506062,0.1332905,0.0068450035,12.710065,2.0529423,10.015868,18.54709,0.18878947,0.68462527,0.104437016,0.45957285,35.561314,7.6660714,3.3341272,0.0,0.0,1
0.35144424,0.019053731,0.30201375,0.390551,0.34989405,-0.02925273,0.20403825,0.005164264,13.622281,1.9721831,10.121828,16.997606,0.10225404,0.77489114,0.09340879,0.6087704,27.234842,7.3994536,4.9227743,0.0,0.0,0
0.20215137,0.01903684,0.1505491,0.24116981,0.20244779,-0.35133624,0.46277696,0.004756051,2.7691379,1.7863737,0.0,6.875187,-0.009363406,0.30737078,0.085687526,0.18966869,98.030655,8.679795,0.61081374,1.0,1.0,3
0.2603423,0.021454928,0.20006378,0.3039815,0.2617681,-0.405298,0.382765,0.009230042,9.100106,2.0870836,4.4377623,13.842096,0.18250374,0.66743565,0.09523053,0.47950172,37.98598,7.7320004,2.4194958,1.0,0.0,1
0.18506533,0.020193407,0.15,0.22133559,0.18618305,-0.11852073,-1.0564954,0.0077126794,2.7639542,1.9253215,0.0,6.827973,0.26398557,0.5524291,0.091086924,0.34774932,103.37334,8.732853,0.5221307,1.0,1.0,3
0.2906829,0.024887344,0.23277383,0.34129044,0.29374078,-0.34948277,0.086480424,-0.0074998206,23.661201,2.0326838,19.03557,27.893038,0.28315228,0.92241293,0.07382645,0.7483802,5.9440603,5.879537,6.8429275,0.0,0.0,0
0.33818716,0.015914597,0.30091965,0.37919572,0.33693278,0.37179425,1.2302115,-0.009892884,15.984806,1.7888659,12.38517,19.265514,-0.11635073,0.85832775,0.08485726,0.72367764,11.532284,6.5409393,5.681671,0.0,0.0,0
0.27915734,0.016410114,0.24437766,0.30972037,0.27798334,0.14847393,-0.7100592,0.0059001464,12.681707,1.8491578,9.189872,17.1274,0.37428024,0.73737663,0.08665086,0.4924302,23.310108,7.2439466,3.5873466,0.0,0.0,1
0.23950784,0.01956374,0.20028785,0.27502817,0.24113682,0.021342438,-0.7893181,-0.0010400894,7.5698195,1.6235732,4.6476593,11.693584,-0.43589652,0.69156027,0.09073387,0.52432656,40.11652,7.786548,1.9383,1.0,1.0,2
0.22865216,0.016746365,0.1963003,0.26643452,0.22804609,0.25759754,-0.47027415,-0.0013733552,3.7701783,2.0674298,0.0,10.477021,0.34818342,0.42770416,0.08135979,0.278328,112.44401,8.816948,0.78177947,1.0,1.0,3
0.2254961,0.023074709,0.17319694,0.25745144,0.23094466,-0.79556835,-0.26323986,0.007381666,8.799154,1.9113454,5.4487643,13.287017,0.04854856,0.5693367,0.081420116,0.4386232,57.064598,8.138821,2.1508675,1.0,1.0,2
0.2556576,0.020094024,0.20486586,0.2925541,0.2584522,-0.4676081,-0.12047209,-0.005501568,5.1903167,1.7559811,0.0,8.43805,0.03155543,0.6274426,0.10653634,0.4089744,55.0519,8.102923,1.3365996,1.0,0.0,2
0.2934483,0.019496772,0.26141363,0.35971022,0.29497674,0.98696923,2.3649535,-0.008638264,11.567442,1.8805094,7.315123,14.998601,-0.3383713,0.71982014,0.079453476,0.5030396,27.566658,7.411556,3.3457038,0.0,0.0,1
0.34173992,0.020260308,0.3036195,0.36993787,0.3488792,-0.46912786,-1.1499381,-0.008899703,22.580032,1.8524779,19.074394,26.38268,-0.03681444,0.8959939,0.07638118,0.7326872,6.5685105,5.979166,7.8333435,0.0,0.0,0
0.26347646,0.02125644,0.22698866,0.32258394,0.2562594,0.60428023,0.21358213,-0.0067914827,9.818431,1.8143637,7.4171734,13.910932,0.18664691,0.6715825,0.097585395,0.43577302,26.374786,7.367385,2.590476,1.0,0.0,1
0.3144346,0.01928917,0.2722282,0.34672678,0.3160898,-0.3120047,-0.55408245,0.002135075,16.989006,2.0763109,11.444322,20.731922,-0.32880792,0.7826553,0.094790325,0.5638241,7.7676797,6.1464596,5.2413907,0.0,0.0,0
0.2239237,0.017783176,0.1847048,0.25668564,0.22534828,-0.2209958,-0.31265613,0.0010655434,3.6308708,2.0624943,0.2947754,8.730235,-0.15458342,0.5293586,0.07647884,0.40627295,104.92628,8.747762,0.90629447,1.0,1.0,3
0.23200914,0.02034925,0.18387978,0.26650214,0.23285738,-0.26757643,-0.45729733,-0.006699853,8.628572,2.075399,4.914837,13.998873,0.4743313,0.4912494,0.101104505,0.31313777,44.26096,7.8848243,1.9079297,1.0,1.0,2
0.22179866,0.020587627,0.178532,0.26526007,0.21937925,0.12398474,-0.30925867,-0.0036605126,5.3320527,1.9097137,0.86150837,8.224839,-0.1206538,0.61906683,0.12676395,0.36093187,53.826397,8.080419,1.2996087,1.0,1.0,2
0.27841258,0.017883353,0.24583864,0.3196554,0.2767332,0.16620247,-0.52088785,-0.0006682864,11.544225,1.9758352,7.470904,15.301044,0.48072875,0.7657898,0.109685294,0.52081543,20.394537,7.1104283,2.9423037,0.0,0.0,1
0.22797914,0.015551682,0.19900618,0.25673234,0.23044018,-0.12725906,-0.6947188,-0.0019134383,3.025264,1.893154,0.0,6.8602753,0.3064501,0.57942003,0.11901479,0.35642895,87.61372,8.567472,0.6843248,1.0,1.0,3
0.29298404,0.017228702,0.2550358,0.33176917,0.29331735,-0.03347868,-0.29625612,-0.009878057,12.487075,1.5834448,9.446341,16.333704,-0.20897342,0.78292394,0.10333554,0.54446876,15.015307,6.804524,3.636573,0.0,0.0,0
0.18753326,0.014736064,0.15491475,0.21215655,0.18993774,-0.46096584,-0.8234401,-0.00731787,5.830959,1.7249187,2.4962444,9.274143,0.16075237,0.45149764,0.10470261,0.19479527,109.523994,8.790641,1.1553411,1.0,1.0,3
0.2852638,0.019061575,0.25672054,0.32660773,0.28631955,0.2991482,-0.6572098,0.0026828418,10.269917,2.384693,6.4539304,14.851421,-0.22451372,0.6575134,0.09121397,0.48591095,41.168316,7.8124185,2.9270937,0.0,0.0,1
0.26868922,0.019477142,0.24440442,0.32909662,0.2628209,1.2101977,1.1386218,0.00567819,12.231498,2.0802414,7.863143,18.4077,0.1461608,0.59366035,0.09565866,0.44947863,31.547047,7.546353,3.3373644,0.0,0.0,1
0.24012807,0.019492276,0.20837563,0.2806983,0.24442329,0.015943531,-1.0178443,-0.0013903305,5.582052,1.824838,2.6276498,8.745548,-0.22457486,0.6043578,0.10056886,0.35983834,69.462494,8.335371,1.2963207,1.0,1.0,2
0.22239386,0.018074488,0.19001098,0.26358977,0.2188197,0.80100846,-0.062720515,-0.005712746,5.653156,1.6023008,1.968326,8.894207,0.23780955,0.61607337,0.112181485,0.38010153,48.45515,7.975327,1.1241297,1.0,1.0,2
0.26870242,0.020859826,0.2328523,0.31818452,0.2653658,0.554212,-0.16464527,-0.009608889,9.833076,1.7468675,5.781824,12.860132,0.02963262,0.6201379,0.11877893,0.36263788,30.877987,7.5249276,2.5714738,1.0,0.0,1
0.3449755,0.019861916,0.30121627,0.38186276,0.34419292,-0.14924671,-0.57816243,0.0012312162,16.778885,1.9331322,12.436876,20.987366,-0.045418255,0.94012016,0.075325586,0.74039215,29.864344,7.4915676,5.791786,0.0,0.0,0
0.28439504,0.018907921,0.24887851,0.32127985,0.2837549,0.04777874,-0.79562646,-0.0020259009,10.57502,1.9767606,5.7363253,14.238459,-0.27802458,0.76611763,0.07770323,0.61335266,32.949436,7.5898247,3.1396694,0.0,0.0,1
0.31431967,0.01760539,0.269731,0.34147987,0.31460884,-0.4578598,-0.44192156,-0.0016791407,24.68234,1.8364508,22.025715,30.0,-0.16075562,0.78754294,0.0681162,0.67822844,18.795887,7.028869,7.8081937,0.0,0.0,0
0.22331735,0.020173427,0.18819049,0.27205536,0.22677511,0.17988753,-0.36673537,0.00642328,8.522288,1.9575118,5.0725894,13.586779,-0.11553962,0.5738364,0.08268982,0.38228208,66.9247,8.2981615,1.7403561,1.0,1.0,2
0.2085907,0.012258781,0.18076463,0.23324491,0.20907661,-0.3234263,0.072464675,-0.008630825,4.996725,1.9711121,0.11475099,8.7234745,-0.44064796,0.510761,0.12648171,0.1999475,112.02377,8.813205,0.9865525,1.0,1.0,3
0.26890364,0.016248133,0.24049342,0.3210398,0.27095774,0.66083205,1.5206611,0.0045160544,13.03821,2.6744888,7.1676707,19.34186,-0.34031355,0.6021708,0.09061365,0.42741355,27.187235,7.397705,3.3547943,0.0,0.0,1
0.32240036,0.016815161,0.28716412,0.3708892,0.319524,0.65444326,0.8020259,0.0051275464,24.955671,2.0525873,20.533646,29.083614,-0.3016449,0.93541586,0.07279978,0.6882729,29.839447,7.490734,7.8408256,0.0,0.0,0
0.2752274,0.015909161,0.23285453,0.3127679,0.27503455,-0.19182742,0.6425195,0.008061035,7.058062,1.918169,3.7875884,11.007739,-0.38312185,0.5773295,0.08149083,0.42660108,64.8493,8.266667,1.9482008,1.0,0.0,2
0.23731036,0.018813804,0.19989817,0.27508003,0.23512027,-0.0786529,-0.3534204,0.0016706294,5.572633,1.6836562,1.3406527,9.162828,-0.42932126,0.5916707,0.104786225,0.36590993,46.842995,7.9415016,1.2883745,1.0,1.0,2
0.28068435,0.018636072,0.24022393,0.30804673,0.28105727,-0.3769649,-0.5530681,0.004657885,21.385174,2.0069165,15.937736,25.204794,-0.3390591,0.8643143,0.081466176,0.6618017,15.094008,6.809746,6.2048855,0.0,0.0,0
0.23816447,0.021960033,0.19247755,0.2758174,0.2424722,-0.32910085,-0.81214154,0.0050626243,3.1658409,1.6462651,0.11662467,5.662464,0.30841687,0.5474787,0.109694906,0.3015543,97.4761,8.674123,0.8081103,1.0,1.0,3
0.2721221,0.016729385,0.23897107,0.31438658,0.26757774,0.8178147,0.5436308,0.0036019126,13.381555,2.0174615,9.25653,18.019733,-0.10996804,0.6133164,0.08927939,0.42953795,30.42917,7.510294,3.7408144,0.0,0.0,1
0.25491348,0.016753336,0.21709381,0.2930512,0.25383246,0.26578188,0.2218836,0.0019925623,9.548433,1.5801729,6.720233,12.285555,0.4033038,0.6521359,0.11458206,0.40869853,49.23599,7.9913077,2.3966312,1.0,0.0,2
0.31910962,0.02060217,0.25913537,0.35547572,0.32397816,-0.57131,0.56142,-0.0064885924,12.672901,1.8202837,8.685774,16.092237,-0.33126074,0.82783896,0.11084588,0.5892422,16.649197,6.907707,4.0854516,0.0,0.0,0
0.32220545,0.014537235,0.28289124,0.3457687,0.3245083,-0.66212434,0.33839464,-0.0062052687,18.677155,2.3210373,13.822391,22.43867,-0.42767566,0.6934923,0.090179235,0.50813,18.822714,7.030294,5.9582744,0.0,0.0,0
0.28660187,0.018068368,0.23166502,0.31621072,0.28394365,-0.5250517,0.9354987,0.0014752211,9.78195,2.2326038,6.1230936,15.258456,0.21967196,0.71593654,0.08758814,0.54118985,32.22798,7.5676966,2.70592,1.0,0.0,1
0.28567502,0.021234592,0.24303663,0.32503113,0.2829509,0.101038374,-0.6371027,-0.0070325877,12.470402,1.5838016,7.2484117,15.004295,0.23303477,0.7443107,0.099695705,0.53993374,24.963615,7.3124313,3.8156443,0.0,0.0,1
0.21165794,0.020954479,0.17429808,0.26202178,0.21353282,0.12979293,-0.60423434,-0.0025281918,5.775795,2.069489,0.0,9.977473,-0.24543585,0.53347266,0.09606391,0.29139674,106.80936,8.765546,1.1250315,1.0,1.0,3
0.27588314,0.01839645,0.22547932,0.30892602,0.27448425,-0.39955792,0.30814514,0.000492989,16.101383,1.4539248,13.032946,19.007977,-0.1405564,0.90163076,0.09064751,0.7053258,13.927356,6.7293954,4.539884,0.0,0.0,0
0.26218352,0.022158854,0.21938364,0.30717805,0.25584868,0.40481457,-0.64006996,-0.0026309793,5.092281,1.8934302,1.6197265,9.301127,0.1328741,0.60800266,0.11572581,0.27702048,51.780773,8.041685,1.5043021,1.0,0.0,2
0.29588816,0.020918591,0.25013378,0.3310498,0.29087713,-0.009692153,-0.9028117,0.0044314195,12.920726,1.8288815,9.59487,16.413252,-0.4450413,0.7717436,0.10822828,0.5508317,38.925755,7.7564287,3.9181957,0.0,0.0,1
0.20985635,0.022577062,0.16371725,0.24899475,0.20965,-0.17144316,-0.5702243,0.0038196607,2.5467725,1.9554449,0.0,6.8336864,0.4705316,0.4455881,0.11460266,0.11235095,65.38979,8.274965,0.5818263,1.0,1.0,3
0.33361655,0.021417929,0.28972706,0.3839868,0.3324061,0.1345495,-0.48549822,0.0011362433,23.106941,2.0842166,17.946066,26.299788,0.1704119,0.87976724,0.08582707,0.66606194,26.0548,7.355186,7.846394,0.0,0.0,0
0.27722117,0.018017026,0.2436371,0.31806585,0.2761985,0.09686603,-0.565185,-0.0073314155,11.510765,1.9814593,7.469704,15.387247,-0.49798068,0.7255142,0.093775764,0.5783225,21.114891,7.145112,3.1965108,0.0,0.0,1
0.29277235,0.017070036,0.25369492,0.32397783,0.29601917,-0.30772743,-0.4892069,-0.005788061,10.473262,1.7133149,6.584019,15.199699,0.037528545,0.7790682,0.09265285,0.56080645,33.650127,7.6108565,2.9369822,1.0,0.0,1
0.31072524,0.021142378,0.26826236,0.35485554,0.3087415,0.3672981,-0.071743876,-0.0014117266,17.979633,1.594214,15.362398,21.521057,0.076940686,0.7710317,0.09098238,0.59295803,24.200567,7.2814093,5.6812053,0.0,0.0,0
0.26247212,0.02182338,0.2047078,0.29954985,0.26749456,-0.8607807,0.4350938,-0.0023681559,5.192943,2.0149632,0.0,9.217793,-0.44426155,0.58615494,0.08226792,0.39559197,49.481873,7.996288,1.3697114,1.0,0.0,2
0.2564068,0.018973922,0.23015875,0.29354787,0.25170875,0.26825655,-1.3089368,0.0003702875,9.687125,1.5824224,6.7359533,13.771429,0.3289157,0.56864554,0.11525485,0.39313963,52.838734,8.061905,2.4672348,1.0,0.0,2
0.2862892,0.022930669,0.24427018,0.34807423,0.28013805,0.81221783,0.7526554,-0.005935028,12.852606,1.5291536,9.962199,15.77942,0.051834196,0.6496737,0.10573672,0.4664542,36.681988,7.6970844,3.6957457,0.0,0.0,1
0.28447175,0.01683696,0.2461457,0.316023,0.28214917,0.030202877,-0.09499904,-0.0014984806,14.101389,1.7509819,10.095645,17.270554,0.26825374,0.61093765,0.11466212,0.34247124,23.53016,7.2533355,3.9393358,0.0,0.0,1
0.23512593,0.019915778,0.17573027,0.26923624,0.23761375,-0.86871094,1.0883738,0.0029413751,2.3810709,1.8987856,0.0,8.349806,0.46276623,0.54607534,0.093181714,0.3653926,71.86394,8.369351,0.6129336,1.0,1.0,3
0.32437742,0.018483918,0.27996042,0.35125837,0.32487598,-0.45112315,-0.5508613,-0.0018829675,17.125546,1.9018158,14.4920025,22.82924,0.36148775,0.922146,0.069944486,0.7568298,29.179077,7.4683676,5.5299606,0.0,0.0,0
0.23477753,0.021455357,0.19280615,0.2722318,0.2381226,-0.22600128,-0.6948063,-0.007390773,3.4790184,1.9623209,0.0,7.933266,-0.13586219,0.31871244,0.09081716,0.16021128,101.23003,8.711905,0.76284933,1.0,1.0,3
0.22334309,0.020489395,0.17637081,0.25773033,0.22558548,-0.41443783,-0.45620224,0.0069492087,5.424687,1.6476256,1.5828712,8.253988,0.17979285,0.58694607,0.08640673,0.4561122,41.96827,7.8316555,1.3352464,1.0,1.0,2
0.28541836,0.018127602,0.24746098,0.3273154,0.28448683,-0.09333411,-0.55500686,0.008984776,20.794685,1.8350356,17.648361,23.71911,0.20993114,0.722066,0.10674482,0.42587543,5.272425,5.759991,6.002966,0.0,0.0,0
0.29101688,0.018801484,0.24113782,0.32408643,0.29448858,-0.5842277,0.0696812,-0.0031029286,22.435246,2.379203,17.438055,26.476164,0.35044047,0.77530974,0.10418232,0.45289195,28.649462,7.450061,6.3887296,0.0,0.0,0
